"index","max"
1,0.331880863676105
2,0.485156206134626
3,0.46035500282415
4,0.573085426185505
5,2.01899794124373
6,0.598504218723484
7,1.17211454514836
8,0.223027829042382
9,1.11074342857256
10,1.06524667900369
11,2.92673157124955
12,0.25416033016211
13,0.910259927735509
14,3.23192591608281
15,4.52348669653738
16,1.19744256834326
17,0.211555941546809
18,1.9302762149331
19,0.274490827544506
20,0.371492860536696
21,0.21449012865163
22,0.266615850989938
23,0.415054169280858
24,0.688780026558479
25,0.212874648835503
26,0.188605670889714
27,0.198718687133306
28,1.25972653099776
29,34.6884950321448
30,1.47175498704596
31,1.52566686789297
32,0.24271834913499
33,0.435428974912659
34,0.222429665966015
35,17.2671742753326
36,0.586156017459475
37,0.286579651928747
38,0.558615380489242
39,0.562942488891665
40,1.12836670270423
41,0.51160807980382
42,0.589087294821979
43,0.768778037132468
44,1.16583930244207
45,0.622006835298075
46,1.60789947404491
47,1.31495776137837
48,0.252672881103865
49,9.74858700159196
50,0.624303672511246
51,3.70403062288411
52,1.07580221932047
53,0.733428989320499
54,2.34612095307853
55,1.93985944143445
56,0.663661384108018
57,0.849431394193807
58,0.178137438336037
59,0.285902896959668
60,1.55456901640582
61,1.61802393758844
62,203.041844502251
63,1.2286583869692
64,3.48889669003418
65,0.598669773524433
66,0.779324746962814
67,0.456427469408757
68,1.30177374568224
69,0.407188934767913
70,0.952430667779134
71,1.08661707911795
72,0.872086000015517
73,0.304111156972515
74,0.162055879746889
75,0.234044252407175
76,0.336954080477163
77,2.30242835311443
78,0.804320300271387
79,1.00968540026867
80,1.00990121456319
81,2.19953035013118
82,0.855318764104672
83,0.208740004961428
84,1.60971153523569
85,1.5850266829527
86,0.370983684723619
87,0.816978877163099
88,0.213507872433672
89,1.25813641150705
90,0.506578066011923
91,0.32192562150888
92,0.267247357872354
93,0.372929546485452
94,0.21235684299833
95,0.789317807430894
96,0.614417637824545
97,1.58768952297748
98,0.563707847486932
99,3.45088133643264
100,1.60327970640421
101,0.724392434300309
102,0.533171027856827
103,0.302540944272074
104,0.641208360533187
105,0.986022964732817
106,1.37489768698974
107,9.6704743173557
108,2.9874632673941
109,0.424225908079844
110,0.788503421072539
111,2.26727251807395
112,0.478690601696249
113,0.667776727336655
114,0.223512299445499
115,0.595637386760414
116,1.49837673803543
117,12.9576436933194
118,0.159576695099717
119,0.278899503148604
120,3.63610992357714
121,0.26310684128669
122,0.155996764040094
123,4.79051528254148
124,9.59200102734084
125,0.212272251936488
126,0.458190470667256
127,0.484514331161024
128,23.3002220464499
129,1.19902108012312
130,0.400976603277764
131,0.596921922232347
132,1.20664953538448
133,0.328988456615612
134,0.41556117496281
135,1.32644918468862
136,0.314024303831839
137,0.814219498674507
138,1.61674545248886
139,0.372826614645718
140,0.594068971368623
141,0.199883025135078
142,0.450984587985533
143,0.477874841400131
144,0.306429497823611
145,2.12839958835009
146,1.32706053174274
147,1.23479854838381
148,1.14453234232601
149,0.148529626422373
150,0.329055186245492
151,1.51341249020762
152,1.11431707431423
153,0.190785331233554
154,4.30943733751991
155,0.362009417318043
156,0.614019847850071
157,2.17349993827458
158,0.877253472193018
159,2.67169505584481
160,0.532163221287522
161,0.608264297740699
162,0.858651286028862
163,0.62610831767042
164,0.72094363292224
165,1.53677397923471
166,0.403165261797989
167,2.2444576610605
168,2.03499713730593
169,0.677150299914789
170,0.336712606224263
171,0.872924699525572
172,0.208456595307386
173,1.73564653730458
174,1.69670774679934
175,0.648065294313132
176,1.02214681218353
177,0.761930568804194
178,2.60445860920816
179,0.942070144352197
180,0.47885921886836
181,0.673651979142267
182,0.615255645442986
183,0.305518741615977
184,0.38335512311395
185,5.63402363051024
186,0.457315554835319
187,1.62906705306268
188,2.02896773513583
189,0.72847794734093
190,0.656547906021599
191,0.887247318972237
192,0.338237369670351
193,0.634155673268506
194,2.60755222941683
195,0.394167613935019
196,5.16203017228418
197,0.918391982268964
198,0.434832561295649
199,0.470257868212295
200,0.496973576795412
201,0.317540243047564
202,0.950152258475403
203,0.243300506224857
204,7.9145637992057
205,0.787895702905058
206,0.861463818702988
207,0.879593181993686
208,0.657442549586928
209,0.680767982925208
210,3.45021006516269
211,8.75886037069839
212,0.675557503344747
213,4.98394215581166
214,0.903872931606961
215,0.335068973090885
216,2.29737958317266
217,1.23457712148844
218,0.318835420794228
219,0.89884902187911
220,0.305074522839031
221,3.20874838081324
222,0.699368165910381
223,0.91408009042322
224,1.03807239382445
225,0.546158107847501
226,3.18164138986825
227,0.687558577260174
228,0.284980322040025
229,0.318232793563101
230,0.2159479179754
231,0.521691493902107
232,1.15420560045753
233,1.67107826543139
234,0.717156030381116
235,0.193994295018638
236,0.719459842323325
237,11.3573427881753
238,0.574169725523919
239,0.342008568732108
240,1.05241702044476
241,0.536705221519089
242,0.716721302097079
243,0.988718133600736
244,1.51048801929099
245,3.1830224480744
246,0.183167320828794
247,0.249526795086591
248,0.339082713769933
249,0.540963255279877
250,2.70813825455946
251,3.2802837421509
252,1.59976151548424
253,0.261655197898889
254,4.99959747156444
255,18.7524546771655
256,0.464024915109729
257,0.3083154744329
258,0.44761408124257
259,1.00056920621849
260,0.224642544642539
261,1.41963351198009
262,1.54851024925057
263,0.36590553300192
264,0.262781630834281
265,0.37125924277085
266,0.2202180345831
267,1.26120387887093
268,0.432685686598699
269,6.56369981480749
270,0.551092578144948
271,0.242685817962076
272,1.54126701133068
273,0.774530203157061
274,1.14191233664857
275,0.264331074099542
276,0.173312216184414
277,0.649004898837153
278,1.16505807892267
279,0.794263872514655
280,0.53132936590353
281,0.666322977989944
282,0.785813386791305
283,1.11464158967324
284,2.25850613452164
285,0.380190663996545
286,1.28110472846247
287,0.346338024145285
288,0.447751599880955
289,0.292908001154252
290,0.58387709625394
291,0.5066880920128
292,1.24095253477647
293,3.42908992778487
294,0.611191222178335
295,0.756495597606016
296,0.794857075775386
297,0.398981942354774
298,0.503520633620737
299,0.275729923401602
300,3.32508713224003
301,0.381427488469587
302,0.354952360981185
303,1.5828777680065
304,5.28874524000263
305,0.325088637720033
306,1.17087096677401
307,8.37169155938079
308,0.459754300921621
309,0.428750478263745
310,1.25735475209456
311,2.5734578565415
312,0.610404499588341
313,0.318464210689247
314,0.444389343255647
315,0.34094584763918
316,0.528489745231109
317,0.392600834089097
318,0.785283910282123
319,0.442856717113755
320,0.696216282400782
321,0.890759691160661
322,1.5460123348289
323,3.26196281240652
324,0.337803027456135
325,0.42062062683304
326,0.633982495761888
327,0.886591081965972
328,0.669788740111037
329,4.39310985290428
330,1.41415209584473
331,0.216050643269035
332,0.251430166663834
333,0.614484753344959
